# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = model_3b9369c454f7cc33f5312782bdce604d_model
# start_datetime = 2026-07-24 07:19:50 UTC
# method = sample (Default)
#   sample
#     num_samples = 750
#     num_warmup = 750
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/gw/hc72by314msbfbhm58gh0fgc0000gn/T/Rtmp7fDTmz/standata-15efa12dc5389.json
# init = 2 (Default)
# random
#   seed = 1541705253
# output
#   file = /Users/corrado/_repositories/utet-companion/_cmdstan_output/generalizzazione/model_3b9369c454f7cc33f5312782bdce604d-202607240919-2-4e1cf7.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = 8 (Default)
#   profile_file = /Users/corrado/_repositories/utet-companion/_cmdstan_output/generalizzazione/model_3b9369c454f7cc33f5312782bdce604d-profile-202607240919-2-8a34ac.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = --name=model_3b9369c454f7cc33f5312782bdce604d_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b.1,Intercept,sigma,lprior,b_Intercept
# Adaptation terminated
# Step size = 0.841312
# Diagonal elements of inverse mass matrix:
# 1.80478, 15.957, 0.00400082
-806.19005,0.92811979,0.84131207,2,3,0,806.40561,11.857835,294.1175,47.173864,-14.779591,240.75724
-806.52226,0.95658357,0.84131207,3,7,0,807.11276,11.211234,294.67506,44.908589,-14.725686,244.2245
-804.9017,1,0.84131207,2,3,0,806.24681,10.666449,300.27595,49.009881,-14.799676,252.27693
-806.02407,0.77778578,0.84131207,1,3,0,806.63569,10.251033,295.86998,51.710221,-14.849705,249.74033
-804.91686,0.97090573,0.84131207,1,3,0,806.19825,11.032336,298.40071,48.846473,-14.800943,248.7552
-805.18645,0.94195379,0.84131207,2,3,0,805.54031,9.8561913,301.08454,47.553043,-14.761356,256.73168
-805.82895,0.91760869,0.84131207,2,3,0,806.13042,12.685064,299.09386,49.458974,-14.834883,242.01107
-805.20352,0.87403192,0.84131207,2,7,0,807.26397,10.201394,298.20396,50.050172,-14.815248,252.29769
-806.60421,0.86857779,0.84131207,2,3,0,806.95916,8.5152496,297.1333,50.379501,-14.804552,258.81468
-806.35858,0.96353118,0.84131207,2,3,0,807.75925,11.638241,297.13929,44.30201,-14.717966,244.7672
-805.55933,1,0.84131207,2,7,0,806.46823,11.34702,301.95154,51.035407,-14.848697,250.88995
-809.35325,0.70862806,0.84131207,2,3,0,809.65634,12.144502,288.20053,49.188676,-14.828941,233.55027
-809.22455,0.96968682,0.84131207,3,7,0,812.52842,14.523453,295.55254,51.788496,-14.91021,230.197
-810.07584,0.94299476,0.84131207,3,7,0,811.43629,13.688657,290.26226,52.371975,-14.912548,228.6633
