# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = model_3b9369c454f7cc33f5312782bdce604d_model
# start_datetime = 2026-07-24 07:14:45 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/gw/hc72by314msbfbhm58gh0fgc0000gn/T/Rtmp7fDTmz/standata-15efa3ffd02b3.json
# init = 2 (Default)
# random
#   seed = 20260720
# output
#   file = /Users/corrado/_repositories/utet-companion/_cmdstan_output/generalizzazione/model_3b9369c454f7cc33f5312782bdce604d-202607240914-4-767156.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = 8 (Default)
#   profile_file = /Users/corrado/_repositories/utet-companion/_cmdstan_output/generalizzazione/model_3b9369c454f7cc33f5312782bdce604d-profile-202607240914-4-24f0ca.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = --name=model_3b9369c454f7cc33f5312782bdce604d_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b.1,Intercept,sigma,lprior,b_Intercept
# Adaptation terminated
# Step size = 0.718634
# Diagonal elements of inverse mass matrix:
# 1.48681, 11.3266, 0.00257027
-962.155,0.93683944,0.71863444,3,7,0,962.64717,11.717742,300.57154,49.979953,-14.832164,247.84171
-963.39257,0.73919459,0.71863444,2,3,0,966.21589,9.8325075,299.04517,53.265209,-14.875328,254.79888
-963.61913,0.99414603,0.71863444,2,3,0,963.87148,9.3768024,298.89156,53.308964,-14.871355,256.69595
-963.25476,1,0.71863444,3,7,0,964.40845,11.487234,300.1513,43.258695,-14.694752,248.45874
-962.37595,1,0.71863444,3,7,0,963.40795,10.623249,299.25928,43.715385,-14.693299,251.45466
-962.86389,0.98238399,0.71863444,3,7,0,963.25334,9.6587945,298.62622,52.369512,-14.855581,255.16165
-962.65143,0.99081766,0.71863444,3,7,0,964.50309,10.654374,299.67901,43.415209,-14.687641,251.73433
-962.38142,0.86102997,0.71863444,2,3,0,965.02158,8.792308,298.94892,45.492391,-14.709118,259.38354
-962.03741,0.97234124,0.71863444,3,7,0,963.62373,11.325467,296.62678,50.411172,-14.836319,245.66217
-962.07404,0.99352005,0.71863444,3,7,0,962.71772,11.047601,293.75155,47.907257,-14.78417,244.03734
-962.01168,0.87368412,0.71863444,3,7,0,964.5195,11.577763,299.25436,45.130532,-14.733375,247.15443
-963.407,0.87230056,0.71863444,3,7,0,964.93235,9.9832933,295.14066,52.82075,-14.869233,250.21584
-961.95334,0.99561489,0.71863444,2,7,0,963.35751,10.25267,300.20695,44.544158,-14.705551,254.06993
-961.87918,0.98919117,0.71863444,3,7,0,962.7635,11.060062,301.86211,45.868227,-14.741764,252.09183
-963.32134,0.87814479,0.71863444,2,3,0,964.02399,8.7105975,302.10579,44.902552,-14.696693,262.9081
