# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = model_3b9369c454f7cc33f5312782bdce604d_model
# start_datetime = 2026-07-24 07:21:31 UTC
# method = sample (Default)
#   sample
#     num_samples = 750
#     num_warmup = 750
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/gw/hc72by314msbfbhm58gh0fgc0000gn/T/RtmpobtKPD/standata-f68029d5477a.json
# init = 2 (Default)
# random
#   seed = 369154960
# output
#   file = /Users/corrado/_repositories/utet-companion/_cmdstan_output/generalizzazione/model_3b9369c454f7cc33f5312782bdce604d-202607240921-1-6eeeeb.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = 8 (Default)
#   profile_file = /Users/corrado/_repositories/utet-companion/_cmdstan_output/generalizzazione/model_3b9369c454f7cc33f5312782bdce604d-profile-202607240921-1-5f2aeb.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = --name=model_3b9369c454f7cc33f5312782bdce604d_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b.1,Intercept,sigma,lprior,b_Intercept
# Adaptation terminated
# Step size = 0.769032
# Diagonal elements of inverse mass matrix:
# 1.60011, 14.5961, 0.00360655
-799.13443,1,0.76903164,2,3,0,800.41672,8.1200586,291.11555,45.386605,-14.704577,254.57529
-799.17458,0.84299299,0.76903164,3,7,0,801.3114,10.286349,295.66501,48.128686,-14.778564,249.37644
-800.36445,0.90191268,0.76903164,2,3,0,800.89216,9.1117094,293.95555,41.472238,-14.633663,252.95286
-802.20728,0.68586374,0.76903164,3,7,0,805.11631,11.404629,296.75141,52.689066,-14.882835,245.43058
-805.77521,0.8125229,0.76903164,2,3,0,807.07144,13.376928,299.2646,53.112126,-14.91795,239.06842
-805.68965,0.96643596,0.76903164,3,7,0,806.30024,5.9380217,288.17713,41.394245,-14.610731,261.45603
-803.96363,1,0.76903164,1,1,0,806.21456,6.6666909,286.88369,42.191072,-14.633382,256.88358
-800.15854,1,0.76903164,3,7,0,804.20061,8.5986117,293.07591,51.266492,-14.82507,254.38216
-801.95844,0.91404439,0.76903164,2,3,0,802.20011,7.6823735,291.63958,53.268934,-14.857929,257.0689
-799.30988,1,0.76903164,2,3,0,802.30267,9.8411349,295.58115,49.211819,-14.795285,251.29604
-799.56957,0.95523465,0.76903164,2,3,0,800.49311,8.9442118,294.28052,42.629311,-14.654933,254.03156
-800.53817,0.82955405,0.76903164,1,1,0,800.61659,8.5914178,293.44642,41.454078,-14.628504,254.78504
-799.72481,0.97660591,0.76903164,3,7,0,801.16723,10.151389,291.481,42.856972,-14.674286,245.79975
-798.71123,1,0.76903164,2,3,0,799.86803,9.5853378,290.94966,45.911873,-14.729644,247.81564
-799.15558,0.93135629,0.76903164,2,3,0,799.62802,10.354198,296.51031,46.323738,-14.742912,249.91641
-799.68846,0.94298628,0.76903164,3,7,0,800.22494,10.70101,296.71208,44.630656,-14.713039,248.55754
-802.05567,0.80677889,0.76903164,2,3,0,803.15504,12.729228,290.62111,47.445868,-14.799602,233.33959
-801.30736,0.97030257,0.76903164,3,7,0,804.44547,7.1787098,297.99628,43.669036,-14.658479,265.69209
-798.72506,0.9565492,0.76903164,2,3,0,802.21371,8.8096216,292.63722,44.761366,-14.697322,252.99392
-798.88429,0.99237995,0.76903164,3,7,0,798.90074,8.6993229,292.23194,44.386058,-14.689049,253.08499
-798.88429,0.58603838,0.76903164,1,3,0,802.90367,8.6993229,292.23194,44.386058,-14.689049,253.08499
-800.48827,0.83395277,0.76903164,2,3,0,800.80258,9.147371,290.14631,41.819676,-14.644002,248.98314
-803.84586,0.67932104,0.76903164,2,7,0,805.67964,6.5783776,300.00314,52.80486,-14.836407,270.40044
-803.20564,0.98190887,0.76903164,3,7,0,804.60151,7.6466173,301.40197,52.538285,-14.839615,266.99219
-805.46551,0.91589739,0.76903164,3,7,0,805.52554,6.7252272,303.94465,52.716189,-14.836496,273.68112
-804.74328,0.93987242,0.76903164,2,3,0,809.10232,10.444017,302.62516,54.592596,-14.909063,255.62708
-799.78962,0.97566021,0.76903164,3,7,0,804.9618,8.028755,298.13882,46.066878,-14.71359,262.00942
-799.06759,1,0.76903164,2,3,0,800.08577,8.3478532,291.67545,48.075434,-14.759956,254.11011
-798.84725,1,0.76903164,2,3,0,799.07102,8.6795596,291.46017,47.579535,-14.753357,252.40216
-798.57925,0.93118332,0.76903164,1,3,0,799.70614,9.7797077,294.0032,45.719966,-14.7256,249.99451
-798.75282,0.91305185,0.76903164,1,3,0,799.46277,8.7863451,291.01885,46.207496,-14.727339,251.4803
-800.11843,0.81936727,0.76903164,2,3,0,800.63335,9.5937051,298.9451,49.324773,-14.793952,255.77343
-800.53829,0.96530811,0.76903164,3,7,0,802.13075,11.713682,292.09257,44.525661,-14.726135,239.381
-798.57893,1,0.76903164,2,3,0,800.36916,8.8122948,292.66287,45.90804,-14.720263,253.00754
-801.28634,0.77593828,0.76903164,3,7,0,801.47773,9.3265189,296.44788,40.917973,-14.623582,254.47854
-800.39326,0.82150164,0.76903164,3,7,0,805.10564,8.2322391,288.33198,49.88606,-14.798446,251.2869
-800.04923,0.94646288,0.76903164,3,7,0,802.43802,10.173782,298.79909,44.527981,-14.704403,253.01707
-798.63703,0.94670154,0.76903164,2,3,0,801.04853,8.8353725,293.77934,45.143634,-14.704444,254.02017
-798.90103,0.63640031,0.76903164,3,7,0,803.276,8.7143427,290.7526,45.213525,-14.707003,251.53806
-798.9581,0.97802151,0.76903164,2,3,0,799.36557,8.3965223,293.83322,44.521034,-14.687757,256.04887
-801.02792,0.70631393,0.76903164,2,3,0,803.04184,12.081887,296.32781,47.649353,-14.791025,241.95932
-801.1638,0.99545671,0.76903164,3,7,0,801.52126,12.000619,297.52023,47.200342,-14.78059,243.51745
-801.0725,0.99671029,0.76903164,3,7,0,802.4343,6.8696258,288.65382,45.61888,-14.7013,257.74051
-799.58887,1,0.76903164,2,3,0,801.6183,9.2078196,294.6143,50.295273,-14.810726,253.17911
-799.93208,0.95677755,0.76903164,1,1,0,800.02886,8.8902551,294.49559,50.921177,-14.820115,254.48945
-799.27923,0.97993614,0.76903164,2,3,0,800.47872,9.4933522,291.2109,49.353541,-14.79727,248.49081
-798.84253,1,0.76903164,2,3,0,799.38546,9.3404838,293.43406,48.492511,-14.776743,251.40188
-799.97532,0.92081494,0.76903164,2,3,0,800.18842,7.476122,296.5542,45.132966,-14.690572,262.91165
-799.25932,0.9980661,0.76903164,2,7,0,800.60693,10.645353,293.30418,44.442569,-14.710318,245.40009
-799.12272,0.96797456,0.76903164,2,3,0,799.80021,8.2526514,291.43484,47.966037,-14.757093,254.29791
-798.79221,0.93594058,0.76903164,2,3,0,800.01314,9.9461134,293.57981,47.869552,-14.770678,248.8223
-799.57066,0.8996099,0.76903164,3,7,0,800.21808,8.949076,296.58432,43.34802,-14.668304,256.31348
-798.75954,0.96684154,0.76903164,3,7,0,800.29887,10.171199,292.17679,46.689923,-14.7506,246.40639
-800.30501,0.76195119,0.76903164,2,3,0,801.54007,11.175576,297.79912,45.362233,-14.73314,247.50903
-799.87198,0.9098883,0.76903164,2,3,0,801.96301,9.6835402,295.20551,42.327819,-14.656068,251.62958
-800.36935,0.97803214,0.76903164,3,7,0,800.53335,8.9747035,294.95861,41.614698,-14.63458,254.57244
-799.17515,1,0.76903164,2,3,0,800.59261,9.4391694,294.13799,49.398603,-14.795457,251.66173
-803.14052,0.529035,0.76903164,1,3,0,807.10731,10.644016,284.3219,52.025215,-14.872004,236.42383
-802.79069,0.98146791,0.76903164,3,7,0,804.92633,8.2095536,301.88731,42.822102,-14.65033,264.94432
-800.56385,1,0.76903164,1,1,0,802.47391,8.7450739,299.05449,43.270047,-14.6642,259.70166
-801.82777,0.92418604,0.76903164,2,3,0,802.08043,8.0281008,300.06321,42.772923,-14.647532,263.93676
-799.69416,0.91356148,0.76903164,2,3,0,803.18251,10.218464,288.29659,47.643182,-14.773989,242.31351
-799.04676,0.88787962,0.76903164,3,7,0,801.56115,9.3143057,290.96564,48.586727,-14.780281,249.05127
-799.04676,0.74726069,0.76903164,2,3,0,802.26391,9.3143057,290.96564,48.586727,-14.780281,249.05127
-798.79841,0.95779328,0.76903164,2,3,0,799.78394,8.443907,291.92481,45.656329,-14.712266,253.92723
-799.47698,0.79175635,0.76903164,3,7,0,801.58984,8.7552071,298.37256,46.793475,-14.734855,258.97413
-799.87122,0.98115969,0.76903164,3,7,0,800.23069,9.8053613,299.40283,45.984335,-14.729386,255.27871
-799.53479,0.8869029,0.76903164,3,7,0,802.30355,8.7110813,289.11153,48.606763,-14.776488,249.91166
-798.97382,0.99316305,0.76903164,2,7,0,799.8397,9.3793845,292.97715,48.896473,-14.785537,250.76992
-799.59906,0.94809927,0.76903164,2,7,0,799.98351,8.2200477,290.55102,49.140338,-14.781077,253.56081
-799.4016,0.89338253,0.76903164,2,3,0,801.44202,8.445271,290.11992,44.218994,-14.685152,252.11621
-799.95686,0.97684896,0.76903164,3,7,0,800.26969,7.5386147,290.11898,44.885087,-14.690424,256.19521
-798.7443,0.8876218,0.76903164,3,7,0,801.66289,9.3926011,292.11367,47.928408,-14.766957,249.84696
-800.4479,0.76460327,0.76903164,2,3,0,801.47419,8.2706854,294.26485,51.501378,-14.825942,257.04677
-799.40537,0.98567971,0.76903164,2,3,0,800.89503,8.5197524,296.20659,48.935208,-14.776017,257.8677
-798.83536,0.96266564,0.76903164,3,7,0,800.11536,9.3758276,291.6433,48.128484,-14.771166,249.45208
-798.65422,0.99993968,0.76903164,3,7,0,798.86559,9.435718,295.21039,45.454766,-14.715973,252.74966
-799.18635,0.90555876,0.76903164,2,3,0,799.73378,10.65825,295.51038,46.731765,-14.755021,247.54825
-801.41579,0.84303054,0.76903164,2,3,0,801.75438,6.1525395,292.20436,46.351836,-14.707373,264.51793
-799.14334,1,0.76903164,2,3,0,802.00025,9.9103795,295.74677,48.560744,-14.782951,251.15007
-799.27132,0.97294282,0.76903164,2,7,0,799.75196,9.7292665,290.92604,43.601783,-14.685008,247.14434
-799.30752,0.98017672,0.76903164,3,7,0,800.19656,10.403888,290.53937,48.105361,-14.782984,243.72187
-799.20163,0.92208151,0.76903164,3,7,0,800.69118,8.2231078,295.99025,45.051294,-14.695664,258.98627
-800.46555,0.81283144,0.76903164,2,3,0,801.75004,9.5805144,296.02949,41.720613,-14.642461,252.91718
-799.31732,0.88883796,0.76903164,2,3,0,802.80251,10.809194,295.49779,46.921522,-14.760622,246.85642
-800.14488,0.85964324,0.76903164,2,3,0,801.8926,8.3299072,288.42438,43.842531,-14.678367,250.9398
-799.81639,0.99472464,0.76903164,3,7,0,801.3594,11.37095,293.15574,45.296462,-14.736372,241.98647
-798.58934,0.93746888,0.76903164,2,3,0,800.63808,8.7254545,293.48925,45.999495,-14.720673,254.22471
-799.44965,0.87342112,0.76903164,2,3,0,799.8057,8.2785896,291.83275,43.551679,-14.668711,254.5791
-800.2017,0.95489393,0.76903164,2,3,0,800.31231,8.1462013,292.78507,42.272227,-14.641182,256.12716
-800.13905,0.99897059,0.76903164,3,7,0,801.02854,9.9905412,290.44024,50.798173,-14.832251,245.48281
-800.01384,0.90639586,0.76903164,3,7,0,803.02363,7.9133471,296.11328,43.443458,-14.660682,260.50322
-799.76527,0.99033382,0.76903164,3,7,0,801.10658,9.1483657,289.06125,43.492181,-14.67859,247.8936
