# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = model_3b9369c454f7cc33f5312782bdce604d_model
# start_datetime = 2026-07-24 07:19:51 UTC
# method = sample (Default)
#   sample
#     num_samples = 750
#     num_warmup = 750
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/gw/hc72by314msbfbhm58gh0fgc0000gn/T/Rtmp7fDTmz/standata-15efa7e358988.json
# init = 2 (Default)
# random
#   seed = 1852243089
# output
#   file = /Users/corrado/_repositories/utet-companion/_cmdstan_output/generalizzazione/model_3b9369c454f7cc33f5312782bdce604d-202607240919-1-3df0f0.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = 8 (Default)
#   profile_file = /Users/corrado/_repositories/utet-companion/_cmdstan_output/generalizzazione/model_3b9369c454f7cc33f5312782bdce604d-profile-202607240919-1-6c6c01.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = --name=model_3b9369c454f7cc33f5312782bdce604d_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b.1,Intercept,sigma,lprior,b_Intercept
# Adaptation terminated
# Step size = 0.81765
# Diagonal elements of inverse mass matrix:
# 1.91618, 13.5236, 0.00306874
-803.80179,1,0.81764954,3,7,0,804.40935,11.207476,293.92017,47.661762,-14.781133,243.48652
-804.68974,0.89178335,0.81764954,3,7,0,805.07219,7.8119491,294.41465,48.017148,-14.752074,259.26088
-806.17473,0.86618474,0.81764954,2,3,0,807.20817,7.3723795,294.01961,52.355653,-14.835364,260.8439
-804.25891,1,0.81764954,2,3,0,806.43669,9.8903036,292.06342,51.378036,-14.841321,247.55706
-804.50847,0.9478094,0.81764954,3,7,0,805.56538,10.815972,298.78149,47.185012,-14.765034,250.10962
-804.09817,1,0.81764954,2,3,0,804.75093,11.172404,296.60716,48.518438,-14.796558,246.33134
-804.13911,0.95427337,0.81764954,3,7,0,805.18531,11.282898,293.51667,45.791386,-14.744921,242.74363
-804.64076,0.93066238,0.81764954,3,7,0,805.63696,8.767688,296.58536,45.140159,-14.702361,257.13076
-803.83055,0.98864806,0.81764954,2,3,0,804.91515,10.690423,292.77407,49.871132,-14.819793,244.66716
-803.708,0.76849775,0.81764954,3,7,0,806.69317,8.9721831,293.72277,47.022786,-14.743416,253.34795
-803.60368,0.86959106,0.81764954,3,7,0,805.02445,10.393679,291.81968,46.751446,-14.754658,245.04813
-803.50512,0.99680351,0.81764954,2,7,0,803.72011,9.873021,291.75501,47.784631,-14.769513,247.32641
-804.56761,0.91203754,0.81764954,3,7,0,804.66231,9.0474288,288.38473,48.937013,-14.787229,247.6713
-804.3846,0.92286285,0.81764954,3,7,0,806.30274,10.577804,292.41875,51.5524,-14.85235,244.81863
