# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = model_3b9369c454f7cc33f5312782bdce604d_model
# start_datetime = 2026-07-24 09:01:08 UTC
# method = sample (Default)
#   sample
#     num_samples = 750
#     num_warmup = 750
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/gw/hc72by314msbfbhm58gh0fgc0000gn/T/RtmplrNIdY/standata-130d2129883cf.json
# init = 2 (Default)
# random
#   seed = 369154960
# output
#   file = /Users/corrado/_repositories/utet-companion/_cmdstan_output/generalizzazione/model_3b9369c454f7cc33f5312782bdce604d-202607241101-2-6f293d.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = 8 (Default)
#   profile_file = /Users/corrado/_repositories/utet-companion/_cmdstan_output/generalizzazione/model_3b9369c454f7cc33f5312782bdce604d-profile-202607241101-2-5f653d.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = --name=model_3b9369c454f7cc33f5312782bdce604d_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b.1,Intercept,sigma,lprior,b_Intercept
# Adaptation terminated
# Step size = 0.802936
# Diagonal elements of inverse mass matrix:
# 1.42295, 12.7806, 0.00322876
-798.723,0.9202741,0.80293557,3,7,0,800.04484,9.6597211,291.39899,45.200203,-14.71581,247.93024
-799.2522,0.9495825,0.80293557,3,7,0,799.54076,9.669455,294.86313,49.388357,-14.797298,251.35059
-800.44414,0.93590478,0.80293557,3,7,0,801.05562,6.9115116,295.46772,48.176149,-14.747356,264.36592
-800.94046,0.95968816,0.80293557,3,7,0,802.21944,11.982724,295.98957,48.449082,-14.805823,242.06731
-798.92367,0.7058208,0.80293557,1,3,0,806.63268,8.5354107,291.17971,45.082572,-14.702283,252.77036
-799.16863,0.98516479,0.80293557,2,3,0,799.24642,8.523031,291.3619,44.056702,-14.681489,253.00826
-798.6677,0.99671454,0.80293557,2,3,0,799.395,9.4995092,292.0878,44.900327,-14.707538,249.34001
-798.91422,0.97698509,0.80293557,2,3,0,799.05248,9.4431779,293.57934,43.811099,-14.684092,251.08503
-801.49385,0.76367729,0.80293557,2,3,0,802.18584,12.278933,294.44744,44.480475,-14.731181,239.19225
-799.61633,0.9845122,0.80293557,2,3,0,802.64255,9.1795643,291.81786,42.576641,-14.657961,250.50982
-798.64235,0.60804404,0.80293557,3,7,0,804.13411,9.4406088,294.04003,44.810667,-14.703771,251.55729
-798.59753,0.97293481,0.80293557,2,3,0,798.99321,9.2003739,291.63485,45.839976,-14.723592,250.23316
-798.89463,0.97205903,0.80293557,2,3,0,798.98186,8.3554538,292.54518,47.586088,-14.749553,254.94563
-799.99962,0.91684806,0.80293557,2,3,0,800.19733,7.5089904,289.43096,47.440856,-14.741995,255.64051
