# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = model_3b9369c454f7cc33f5312782bdce604d_model
# start_datetime = 2026-07-24 07:21:30 UTC
# method = sample (Default)
#   sample
#     num_samples = 750
#     num_warmup = 750
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/gw/hc72by314msbfbhm58gh0fgc0000gn/T/RtmpobtKPD/standata-f68061126b7f.json
# init = 2 (Default)
# random
#   seed = 664924691
# output
#   file = /Users/corrado/_repositories/utet-companion/_cmdstan_output/generalizzazione/model_3b9369c454f7cc33f5312782bdce604d-202607240921-1-59645e.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = 8 (Default)
#   profile_file = /Users/corrado/_repositories/utet-companion/_cmdstan_output/generalizzazione/model_3b9369c454f7cc33f5312782bdce604d-profile-202607240921-1-7a7465.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = --name=model_3b9369c454f7cc33f5312782bdce604d_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b.1,Intercept,sigma,lprior,b_Intercept
# Adaptation terminated
# Step size = 0.763575
# Diagonal elements of inverse mass matrix:
# 1.57832, 14.6728, 0.00380003
-805.1208,0.94294223,0.76357492,3,7,0,805.72538,8.9086467,293.75046,47.734184,-14.756995,253.66155
-805.36485,0.90179984,0.76357492,3,7,0,807.05492,11.458495,299.70484,50.000288,-14.829221,248.14161
-806.94041,0.88157079,0.76357492,2,7,0,807.70258,9.7700262,304.57732,45.780462,-14.725954,260.61221
-804.73503,1,0.76357492,2,3,0,807.42165,10.285445,298.67386,46.33721,-14.741872,252.38936
-805.15066,0.92502531,0.76357492,2,3,0,805.76912,11.371564,299.85711,47.924668,-14.786602,248.68507
-807.60179,0.71237928,0.76357492,2,3,0,808.52395,10.240297,295.84312,41.824696,-14.651883,249.76178
-807.67167,0.99021411,0.76357492,3,7,0,808.97845,8.1451169,298.33476,54.795814,-14.88918,261.68174
-804.9558,0.79070822,0.76357492,2,3,0,812.29662,10.983845,300.01445,48.399855,-14.79129,250.58715
-804.43365,0.92236482,0.76357492,3,7,0,806.26233,10.124826,296.10361,47.968831,-14.773355,250.54189
-804.43365,0.79432274,0.76357492,1,3,0,806.39756,10.124826,296.10361,47.968831,-14.773355,250.54189
-804.49762,0.98473936,0.76357492,2,3,0,804.5991,10.565708,297.11696,47.461816,-14.767939,249.57127
-804.86042,0.96739501,0.76357492,2,3,0,804.92166,11.190844,295.05477,47.58019,-14.778669,244.69598
-805.86384,0.89340867,0.76357492,2,7,0,806.39898,10.368039,297.09195,43.687885,-14.690168,250.43577
-806.89783,0.93683966,0.76357492,2,7,0,807.50993,11.662748,293.83633,53.620896,-14.906152,241.35396
-804.43885,0.94735097,0.76357492,3,7,0,808.19491,10.340107,297.13124,47.736424,-14.770806,250.60076
-804.42881,0.9976269,0.76357492,3,7,0,804.47767,9.9371755,296.48244,48.187923,-14.775504,251.76515
-804.46284,0.99438943,0.76357492,2,3,0,804.49763,9.8511122,297.73563,47.742038,-14.765278,253.40562
-804.54237,0.97927723,0.76357492,2,3,0,804.68092,10.352221,297.49267,49.250318,-14.801126,250.90768
-805.80937,0.895532,0.76357492,2,3,0,805.88784,11.688466,292.14416,48.744547,-14.810144,239.54606
-806.86408,0.80005735,0.76357492,3,7,0,808.5972,9.6733229,303.67573,52.498493,-14.858898,260.14577
-804.52113,0.94177515,0.76357492,3,7,0,808.25057,9.6047638,297.00227,48.814431,-14.784256,253.78084
-807.02612,0.82295769,0.76357492,2,3,0,807.09525,11.326264,296.96952,42.840561,-14.684807,246.00133
-805.99771,0.95516007,0.76357492,3,7,0,808.65452,9.8460126,303.51904,47.097162,-14.752688,259.21198
-804.72458,0.97868773,0.76357492,3,7,0,806.56245,10.700394,295.97871,49.786,-14.816406,247.82693
-804.99624,0.98858535,0.76357492,2,3,0,805.01993,11.067327,296.22849,50.375561,-14.832538,246.42552
-805.31688,0.92410407,0.76357492,3,7,0,806.15926,8.9423015,294.63685,50.716227,-14.816455,254.39649
-805.3099,0.98478039,0.76357492,3,7,0,805.7711,10.908987,299.00251,45.298737,-14.728407,249.91207
-809.50514,0.61498108,0.76357492,2,3,0,809.89142,7.9451957,291.01372,56.200092,-14.919377,255.26034
-805.51151,1,0.76357492,2,3,0,809.74019,9.0041511,299.33576,51.309223,-14.827516,258.81708
