# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = model_f6d203da4b4be6518c3b213b4e726920_model
# start_datetime = 2026-07-24 07:21:33 UTC
# method = sample (Default)
#   sample
#     num_samples = 750
#     num_warmup = 750
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.95
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/gw/hc72by314msbfbhm58gh0fgc0000gn/T/RtmpobtKPD/standata-f680225a758d.json
# init = 2 (Default)
# random
#   seed = 1744890
# output
#   file = /Users/corrado/_repositories/utet-companion/_cmdstan_output/generalizzazione/model_f6d203da4b4be6518c3b213b4e726920-202607240921-2-104e30.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = 8 (Default)
#   profile_file = /Users/corrado/_repositories/utet-companion/_cmdstan_output/generalizzazione/model_f6d203da4b4be6518c3b213b4e726920-profile-202607240921-2-44df46.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = --name=model_f6d203da4b4be6518c3b213b4e726920_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b.1,Intercept,sigma,sd_1.1,sd_1.2,z_1.1.1,z_1.2.1,z_1.1.2,z_1.2.2,z_1.1.3,z_1.2.3,z_1.1.4,z_1.2.4,z_1.1.5,z_1.2.5,z_1.1.6,z_1.2.6,z_1.1.7,z_1.2.7,z_1.1.8,z_1.2.8,z_1.1.9,z_1.2.9,z_1.1.10,z_1.2.10,z_1.1.11,z_1.2.11,z_1.1.12,z_1.2.12,z_1.1.13,z_1.2.13,z_1.1.14,z_1.2.14,z_1.1.15,z_1.2.15,L_1.1.1,L_1.2.1,L_1.1.2,L_1.2.2,r_1.1.1,r_1.2.1,r_1.3.1,r_1.4.1,r_1.5.1,r_1.6.1,r_1.7.1,r_1.8.1,r_1.9.1,r_1.10.1,r_1.11.1,r_1.12.1,r_1.13.1,r_1.14.1,r_1.15.1,r_1.1.2,r_1.2.2,r_1.3.2,r_1.4.2,r_1.5.2,r_1.6.2,r_1.7.2,r_1.8.2,r_1.9.2,r_1.10.2,r_1.11.2,r_1.12.2,r_1.13.2,r_1.14.2,r_1.15.2,r_1_1.1,r_1_1.2,r_1_1.3,r_1_1.4,r_1_1.5,r_1_1.6,r_1_1.7,r_1_1.8,r_1_1.9,r_1_1.10,r_1_1.11,r_1_1.12,r_1_1.13,r_1_1.14,r_1_1.15,r_1_2.1,r_1_2.2,r_1_2.3,r_1_2.4,r_1_2.5,r_1_2.6,r_1_2.7,r_1_2.8,r_1_2.9,r_1_2.10,r_1_2.11,r_1_2.12,r_1_2.13,r_1_2.14,r_1_2.15,lprior,b_Intercept,Cor_1.1.1,Cor_1.2.1,Cor_1.1.2,Cor_1.2.2,cor_1.1
# Adaptation terminated
# Step size = 0.0762212
# Diagonal elements of inverse mass matrix:
# 3.96077, 118.126, 0.00423124, 0.0557361, 0.0427875, 0.262947, 0.233662, 0.295451, 0.291432, 0.251554, 0.227402, 0.226526, 0.242255, 0.221805, 0.239714, 0.234011, 0.171726, 0.244647, 0.161313, 0.186589, 0.212209, 0.256328, 0.311159, 0.210422, 0.195372, 0.194859, 0.160551, 0.260416, 0.173556, 0.248048, 0.23217, 0.226278, 0.132141, 0.228636, 0.172648, 0.0695496
-735.72236,0.99469757,0.076221249,6,63,0,759.81304,9.333129,289.65072,21.874999,26.987336,6.5094534,0.59838528,1.4144288,-2.0545772,-0.22183457,-1.6840721,-0.122166,0.86401184,-0.5513588,1.277249,-0.84207879,1.2034045,-0.23051539,0.15201893,0.26706672,0.14410344,-1.4029701,1.2813742,1.4046155,-1.1660179,1.8186361,0.39139362,-0.68703011,1.563272,-1.1596603,-1.335925,1.6629105,0.35364456,-0.12878799,1.054365,-0.44926135,1,0.27765628,0,0.96068048,16.148825,-55.447566,-45.448619,23.317378,34.469549,32.476683,4.1025861,3.8889679,34.580878,-31.467717,10.562671,42.188548,-36.053056,9.5439248,28.454502,9.9266531,-5.1006671,-3.8077417,-1.886318,-2.9574559,0.73349295,1.9448606,-8.5130293,11.099713,9.2653996,-3.588945,-4.4264983,7.9844807,-0.16620244,-0.90380874,16.148825,-55.447566,-45.448619,23.317378,34.469549,32.476683,4.1025861,3.8889679,34.580878,-31.467717,10.562671,42.188548,-36.053056,9.5439248,28.454502,9.9266531,-5.1006671,-3.8077417,-1.886318,-2.9574559,0.73349295,1.9448606,-8.5130293,11.099713,9.2653996,-3.588945,-4.4264983,7.9844807,-0.16620244,-0.90380874,-23.109407,247.65164,1,0.27765628,0.27765628,1,0.27765628
-737.1603,0.92621173,0.076221249,6,63,0,755.68375,8.2017808,294.56323,23.343079,27.341308,5.8663613,0.20207519,2.0557695,-1.7361243,-1.5043078,-1.3920855,-1.39523,0.42678042,0.10957442,0.61765344,-0.020258853,0.6608012,0.51325131,-0.52661282,0.28887112,-0.094321081,-1.5206232,1.2201296,1.8040676,-0.38826136,0.88380495,0.090587017,-0.10861129,-1.1838153,0.90707163,-1.4288118,1.1392934,0.17366673,0.14118873,0.14149542,0.45373172,1,-0.11766927,0,0.99305284,5.525,-47.467909,-38.06144,11.668735,16.887453,18.067169,-14.398283,-2.5788618,33.35994,-10.615574,2.4767675,-32.367058,-39.065583,4.7482756,3.86867,11.836614,-7.5650756,-7.1671181,0.34373503,-0.54438039,2.5338555,2.0463653,-8.7934435,9.6675444,5.4167131,-0.69525803,6.101419,7.6233706,0.70262954,2.5455896,5.525,-47.467909,-38.06144,11.668735,16.887453,18.067169,-14.398283,-2.5788618,33.35994,-10.615574,2.4767675,-32.367058,-39.065583,4.7482756,3.86867,11.836614,-7.5650756,-7.1671181,0.34373503,-0.54438039,2.5338555,2.0463653,-8.7934435,9.6675444,5.4167131,-0.69525803,6.101419,7.6233706,0.70262954,2.5455896,-23.051803,257.65521,1,-0.11766927,-0.11766927,1,-0.11766927
-734.56586,0.99380512,0.076221249,6,63,0,753.75777,8.6552054,285.38766,24.145615,27.60994,6.6217274,0.57072435,1.2080448,-0.77692431,-1.1120591,-0.47272314,-0.84132576,0.60295821,-0.30549151,1.045196,-0.68320959,0.4772923,0.1989002,-0.61978974,0.675633,0.019436282,-1.4514507,1.250523,1.2369534,-0.26370798,0.98427909,0.12490896,-0.039774694,-0.17404121,0.65721973,-1.1970808,1.7747799,0.50077091,-0.19870135,0.45201369,0.88303745,1,0.18957747,0,0.98186577,15.757665,-21.450833,-13.051857,16.64764,28.8578,13.178012,-17.112357,0.53663456,34.526865,-7.2809614,3.4487289,-4.8052672,-33.051328,13.826255,12.480071,8.5707288,-8.2055132,-6.0634272,-1.2292864,-3.1299217,1.8923385,3.6146867,-9.4124217,9.6120544,6.0683951,-0.10179903,4.0545318,10.036262,-0.66325325,6.3086247,15.757665,-21.450833,-13.051857,16.64764,28.8578,13.178012,-17.112357,0.53663456,34.526865,-7.2809614,3.4487289,-4.8052672,-33.051328,13.826255,12.480071,8.5707288,-8.2055132,-6.0634272,-1.2292864,-3.1299217,1.8923385,3.6146867,-9.4124217,9.6120544,6.0683951,-0.10179903,4.0545318,10.036262,-0.66325325,6.3086247,-23.124437,246.43923,1,0.18957747,0.18957747,1,0.18957747
-728.64554,0.99463144,0.076221249,6,63,0,750.2524,9.3407654,284.9467,20.682306,28.082897,6.4680293,-0.37999435,2.0231501,-1.350023,-1.3992418,-1.6798369,-0.62593444,1.4826515,-0.78589367,0.86536172,-0.38000866,1.233355,-0.1450416,0.11264465,0.15817436,0.5306148,-1.7458282,1.3322849,1.9392838,-0.68750411,1.2771731,0.71873268,-0.46162219,0.59980985,0.20528619,-0.16613015,0.83493398,-0.20176423,0.21186473,0.89933131,0.30307154,1,-0.11085063,0,0.99383708,-10.671342,-37.912558,-47.174688,41.637151,24.301864,34.636183,3.1633883,14.901201,37.414421,-19.307107,20.184096,16.844398,-4.6654159,-5.6661242,25.255829,13.277598,-8.0266139,-2.8191933,-6.1148951,-3.0632107,-1.8166488,0.9360067,-11.602919,11.510812,8.7028126,-3.4827053,0.88955926,5.4862081,1.5065639,1.3033874,-10.671342,-37.912558,-47.174688,41.637151,24.301864,34.636183,3.1633883,14.901201,37.414421,-19.307107,20.184096,16.844398,-4.6654159,-5.6661242,25.255829,13.277598,-8.0266139,-2.8191933,-6.1148951,-3.0632107,-1.8166488,0.9360067,-11.602919,11.510812,8.7028126,-3.4827053,0.88955926,5.4862081,1.5065639,1.3033874,-23.044827,242.91325,1,-0.11085063,-0.11085063,1,-0.11085063
-723.95505,0.99560124,0.076221249,6,63,0,743.23777,11.468503,309.18845,21.043851,22.493981,10.573825,0.20053156,0.73526711,-1.902586,-1.2537306,-1.7459848,-1.187191,0.88515501,-0.59678904,1.2543411,-0.49414001,0.20154598,-0.0072183646,-0.9915962,-0.028417915,-0.065185358,-1.1971454,1.4593157,0.91747208,-1.075916,0.60612421,-0.22999961,-0.45131778,-0.39709095,-0.05948465,-2.2812376,0.39999388,0.35406938,-0.40268308,0.08109912,0.00032927089,1,-0.12362537,0,0.99232896,4.5107531,-42.796734,-39.274149,19.91066,28.215125,4.5335715,-22.304946,-1.4662782,32.825819,-24.201635,-5.1736068,-8.9321564,-51.314117,7.96443,1.8242421,7.4528129,-10.667988,-10.174515,-7.4190042,-6.824535,-0.33919972,0.99802661,-12.476092,7.7191635,7.766317,-4.4348939,-0.10508082,7.1790387,-4.6880748,-0.10255726,4.5107531,-42.796734,-39.274149,19.91066,28.215125,4.5335715,-22.304946,-1.4662782,32.825819,-24.201635,-5.1736068,-8.9321564,-51.314117,7.96443,1.8242421,7.4528129,-10.667988,-10.174515,-7.4190042,-6.824535,-0.33919972,0.99802661,-12.476092,7.7191635,7.766317,-4.4348939,-0.10508082,7.1790387,-4.6880748,-0.10255726,-23.042922,257.58019,1,-0.12362537,-0.12362537,1,-0.12362537
-729.94194,0.8430829,0.076221249,6,63,0,743.78317,12.143267,310.14429,23.590685,19.299579,13.60756,-0.70205278,0.6546055,-2.0688805,-0.99342926,-1.5400638,-0.71308482,1.3476978,-0.43685389,1.4092958,-0.589799,1.6903436,-0.20818136,-0.60637882,-0.094381481,-0.16825932,-0.90603412,0.23797123,0.84628699,-1.6275918,0.48287539,0.42031392,-0.54643459,-0.21195113,-0.038017025,-2.2169431,0.37612488,0.36339655,-0.32100927,-0.10262815,-0.049770355,1,-0.030319228,0,0.99954027,-13.549323,-39.928522,-29.722583,26.009999,27.198815,32.62292,-11.702856,-3.2473341,4.5927445,-31.411837,8.1118816,-4.0905674,-42.786068,7.0134002,-1.98068,9.1931351,-12.658374,-9.0634985,-6.4978034,-8.6034699,-3.5289244,-1.0335371,-12.253827,11.412427,7.2392319,-7.6056323,-0.4296363,6.0304348,-4.5160716,-0.63460037,-13.549323,-39.928522,-29.722583,26.009999,27.198815,32.62292,-11.702856,-3.2473341,4.5927445,-31.411837,8.1118816,-4.0905674,-42.786068,7.0134002,-1.98068,9.1931351,-12.658374,-9.0634985,-6.4978034,-8.6034699,-3.5289244,-1.0335371,-12.253827,11.412427,7.2392319,-7.6056323,-0.4296363,6.0304348,-4.5160716,-0.63460037,-23.085939,255.49959,1,-0.030319228,-0.030319228,1,-0.030319228
