# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = model_f6d203da4b4be6518c3b213b4e726920_model
# start_datetime = 2026-07-24 07:20:19 UTC
# method = sample (Default)
#   sample
#     num_samples = 750
#     num_warmup = 750
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.95
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/gw/hc72by314msbfbhm58gh0fgc0000gn/T/Rtmp7fDTmz/standata-15efa1fff4c51.json
# init = 2 (Default)
# random
#   seed = 337894557
# output
#   file = /Users/corrado/_repositories/utet-companion/_cmdstan_output/generalizzazione/model_f6d203da4b4be6518c3b213b4e726920-202607240920-1-54afa0.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = 8 (Default)
#   profile_file = /Users/corrado/_repositories/utet-companion/_cmdstan_output/generalizzazione/model_f6d203da4b4be6518c3b213b4e726920-profile-202607240920-1-591188.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = --name=model_f6d203da4b4be6518c3b213b4e726920_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b.1,Intercept,sigma,sd_1.1,sd_1.2,z_1.1.1,z_1.2.1,z_1.1.2,z_1.2.2,z_1.1.3,z_1.2.3,z_1.1.4,z_1.2.4,z_1.1.5,z_1.2.5,z_1.1.6,z_1.2.6,z_1.1.7,z_1.2.7,z_1.1.8,z_1.2.8,z_1.1.9,z_1.2.9,z_1.1.10,z_1.2.10,z_1.1.11,z_1.2.11,z_1.1.12,z_1.2.12,z_1.1.13,z_1.2.13,z_1.1.14,z_1.2.14,z_1.1.15,z_1.2.15,L_1.1.1,L_1.2.1,L_1.1.2,L_1.2.2,r_1.1.1,r_1.2.1,r_1.3.1,r_1.4.1,r_1.5.1,r_1.6.1,r_1.7.1,r_1.8.1,r_1.9.1,r_1.10.1,r_1.11.1,r_1.12.1,r_1.13.1,r_1.14.1,r_1.15.1,r_1.1.2,r_1.2.2,r_1.3.2,r_1.4.2,r_1.5.2,r_1.6.2,r_1.7.2,r_1.8.2,r_1.9.2,r_1.10.2,r_1.11.2,r_1.12.2,r_1.13.2,r_1.14.2,r_1.15.2,r_1_1.1,r_1_1.2,r_1_1.3,r_1_1.4,r_1_1.5,r_1_1.6,r_1_1.7,r_1_1.8,r_1_1.9,r_1_1.10,r_1_1.11,r_1_1.12,r_1_1.13,r_1_1.14,r_1_1.15,r_1_2.1,r_1_2.2,r_1_2.3,r_1_2.4,r_1_2.5,r_1_2.6,r_1_2.7,r_1_2.8,r_1_2.9,r_1_2.10,r_1_2.11,r_1_2.12,r_1_2.13,r_1_2.14,r_1_2.15,lprior,b_Intercept,Cor_1.1.1,Cor_1.2.1,Cor_1.1.2,Cor_1.2.2,cor_1.1
# Adaptation terminated
# Step size = 0.0801338
# Diagonal elements of inverse mass matrix:
# 3.81053, 119.472, 0.004239, 0.0868067, 0.0502003, 0.349335, 0.258452, 0.360373, 0.435261, 0.345606, 0.257253, 0.311917, 0.221086, 0.316746, 0.178604, 0.313659, 0.223248, 0.349841, 0.303056, 0.308484, 0.29453, 0.347325, 0.290645, 0.301299, 0.268302, 0.298218, 0.221955, 0.301289, 0.206484, 0.346961, 0.230983, 0.400988, 0.320196, 0.337598, 0.237598, 0.111801
-763.11239,0.98611036,0.080133783,6,63,0,793.21171,11.05903,304.7191,29.418581,32.727557,7.4312429,-0.43867172,1.8588256,-1.1799373,-1.3457345,0.65828106,-0.40281545,0.33893701,-0.045850611,-0.42764253,0.41137071,0.9521023,0.037995947,-0.010970262,-2.3544539,0.7741757,1.6222966,-0.88353554,0.048670079,-0.6855676,0.58350721,0.08611272,-0.53005358,0.89677744,0.39260211,-0.18053136,-0.034984241,-0.1718389,-0.12145982,0.079060075,-0.12674053,1,-0.28690543,0,0.95795891,-14.356654,-38.616466,21.543931,11.09258,-13.995695,31.159982,-0.35902988,25.336879,-28.91596,-22.436952,2.8182589,29.349335,-5.9083505,-5.6238672,2.5874431,14.167931,-7.0643467,-4.2710701,-1.0490379,3.8402375,-1.7594565,-16.737557,9.898254,2.2302281,5.6155599,-3.9569567,0.88287896,0.13585772,-0.49827972,-1.0708049,-14.356654,-38.616466,21.543931,11.09258,-13.995695,31.159982,-0.35902988,25.336879,-28.91596,-22.436952,2.8182589,29.349335,-5.9083505,-5.6238672,2.5874431,14.167931,-7.0643467,-4.2710701,-1.0490379,3.8402375,-1.7594565,-16.737557,9.898254,2.2302281,5.6155599,-3.9569567,0.88287896,0.13585772,-0.49827972,-1.0708049,-23.414503,254.95346,1,-0.28690543,-0.28690543,1,-0.28690543
-759.5758,0.99725422,0.080133783,5,31,0,778.07026,10.383781,303.07213,27.629127,32.262502,9.2064149,-0.18024967,1.4020885,-0.91479688,-1.8364665,0.21242554,-0.31641552,0.74805913,-0.53041074,0.361067,-0.056027521,-0.069629733,-0.030584385,0.45967585,-1.4246505,0.92077124,1.5432545,-0.57583685,-0.90859468,-0.12737854,0.63717813,-0.41208769,-0.37333813,0.60129477,0.62918625,0.54342354,-0.017132986,-1.3693598,0.51569742,0.80665526,0.38384582,1,-0.43453401,0,0.90065543,-5.8153054,-29.513637,6.8533796,24.134259,11.648925,-2.2464294,14.830293,29.706384,-18.577938,-4.1095503,-13.29498,19.399274,17.532203,-44.178973,26.024717,12.346937,-11.567981,-3.4734651,-7.3906746,-1.9090181,0.02495394,-13.651861,9.1128233,-5.2302567,5.7929363,-1.447091,2.8116114,-2.3160295,9.754188,-0.044248982,-5.8153054,-29.513637,6.8533796,24.134259,11.648925,-2.2464294,14.830293,29.706384,-18.577938,-4.1095503,-13.29498,19.399274,17.532203,-44.178973,26.024717,12.346937,-11.567981,-3.4734651,-7.3906746,-1.9090181,0.02495394,-13.651861,9.1128233,-5.2302567,5.7929363,-1.447091,2.8116114,-2.3160295,9.754188,-0.044248982,-23.519595,256.34511,1,-0.43453401,-0.43453401,1,-0.43453401
-759.81443,0.85968499,0.080133783,5,63,0,785.39321,10.73302,297.79007,27.207576,29.99598,8.3168643,-0.17484386,1.398333,-0.58668326,-1.7086733,0.44241103,-0.44959592,0.77538505,-0.083728103,0.7274859,-0.11727195,-0.099070093,-0.096557698,0.70441501,-1.7114663,1.203166,1.5619146,-0.52193915,-0.75316324,-0.10128294,0.50871044,-0.43101155,-0.34863173,0.86400448,0.54611821,0.56831775,-0.02533768,-1.2359229,0.53642889,0.8497295,0.17605884,1,-0.20882978,0,0.977952,-5.244613,-17.598139,13.270552,23.258434,21.821652,-2.9717045,21.129619,36.090144,-15.656076,-3.0380809,-12.928614,25.916661,17.047248,-37.072719,25.488469,11.677004,-12.878527,-4.4251692,-2.0276978,-2.2173347,-0.61328564,-15.143636,10.614154,-5.2193401,4.3135025,-2.0870094,2.9412385,-1.1931432,6.5096032,-0.043844321,-5.244613,-17.598139,13.270552,23.258434,21.821652,-2.9717045,21.129619,36.090144,-15.656076,-3.0380809,-12.928614,25.916661,17.047248,-37.072719,25.488469,11.677004,-12.878527,-4.4251692,-2.0276978,-2.2173347,-0.61328564,-15.143636,10.614154,-5.2193401,4.3135025,-2.0870094,2.9412385,-1.1931432,6.5096032,-0.043844321,-23.287236,249.49149,1,-0.20882978,-0.20882978,1,-0.20882978
-759.52787,0.9979297,0.080133783,5,63,0,773.79436,12.230461,305.84941,25.761999,23.499547,8.425054,0.47860993,1.212511,-1.3063484,-1.5275216,1.2032187,-0.529601,1.8066722,-0.34429649,1.2952868,-0.11617544,1.9050623,-0.079523777,-0.023084412,-1.7687978,0.54238244,1.3957689,-1.05101,-0.26076411,-0.9126126,0.96267996,0.72077105,-0.50978348,1.0803682,0.57535697,0.55638075,-0.1280445,-1.1837462,0.21334994,0.3210859,0.31286708,1,-0.25154251,0,0.96784625,11.247117,-30.698595,28.275095,42.455979,30.438653,44.768102,-0.54247322,12.745742,-24.698258,-21.445983,16.937793,25.388164,13.074696,-27.817499,7.5453732,8.8727065,-9.6871601,-6.868382,-6.6362544,-3.6923612,-4.6857703,-14.374133,10.231869,0.10105111,9.7839062,-5.6843552,2.4019707,-2.2232099,4.2483538,1.870703,11.247117,-30.698595,28.275095,42.455979,30.438653,44.768102,-0.54247322,12.745742,-24.698258,-21.445983,16.937793,25.388164,13.074696,-27.817499,7.5453732,8.8727065,-9.6871601,-6.868382,-6.6362544,-3.6923612,-4.6857703,-14.374133,10.231869,0.10105111,9.7839062,-5.6843552,2.4019707,-2.2232099,4.2483538,1.870703,-23.171905,250.81233,1,-0.25154251,-0.25154251,1,-0.25154251
-757.10726,0.99947555,0.080133783,6,63,0,773.57598,9.5778345,304.52478,25.399606,35.935148,5.9534483,-0.29163466,1.9866748,-1.4672813,-0.76816285,0.1562226,-0.87062426,-0.014538092,-0.20654782,-0.089565798,0.68556481,-0.19651613,0.83580493,-0.31584766,-1.5053076,1.7007987,0.22797034,-1.0211994,0.96828406,-0.56148209,1.1434313,-0.21281083,-0.18567879,0.48012262,0.36476512,-0.24235088,0.33269396,-0.43702554,0.86230732,0.51668503,0.015970649,1,0.36478069,0,0.93109347,-10.479935,-52.726973,5.6138822,-0.52242849,-3.2185602,-7.0618364,-11.350032,61.118452,-36.69695,-20.176942,-7.6473889,17.253278,-8.7089149,-15.704577,18.567153,10.379226,-7.4445925,-4.48679,-1.1765118,3.6057241,4.2062733,-9.0301738,4.9573186,3.1496668,5.1189153,-1.4914197,3.0646559,1.3178806,3.8308668,1.2106152,-10.479935,-52.726973,5.6138822,-0.52242849,-3.2185602,-7.0618364,-11.350032,61.118452,-36.69695,-20.176942,-7.6473889,17.253278,-8.7089149,-15.704577,18.567153,10.379226,-7.4445925,-4.48679,-1.1765118,3.6057241,4.2062733,-9.0301738,4.9573186,3.1496668,5.1189153,-1.4914197,3.0646559,1.3178806,3.8308668,1.2106152,-23.408539,261.42452,1,0.36478069,0.36478069,1,0.36478069
-766.83394,0.89215943,0.080133783,4,15,0,776.90127,10.176821,302.45327,24.508524,40.991211,5.4088301,-0.32996066,2.1794052,-1.6477459,-0.6438891,0.65545282,-0.84678822,0.16346565,-0.082103388,-0.3212307,0.52402533,-0.30661231,0.85829556,-0.50221597,-1.4162641,1.1864945,-0.0090419931,-1.4186674,0.9639503,-0.034661975,1.1049444,-0.61165763,0.23826868,0.69629067,0.52861189,0.012434941,0.23608943,-0.99415144,1.0032999,0.26446102,-0.14244845,1,0.12700718,0,0.9919018,-13.525487,-67.543101,26.867805,6.7006549,-13.167636,-12.56841,-20.586441,48.635848,-58.152896,-1.4208363,-25.072587,28.541798,0.5097233,-40.751472,10.840578,11.465901,-4.5864192,-4.0927727,-0.3281926,2.590738,4.3941495,-7.9432994,0.76656402,4.1970525,5.9042468,0.85813372,3.3143417,1.2751688,4.6997898,-0.58256578,-13.525487,-67.543101,26.867805,6.7006549,-13.167636,-12.56841,-20.586441,48.635848,-58.152896,-1.4208363,-25.072587,28.541798,0.5097233,-40.751472,10.840578,11.465901,-4.5864192,-4.0927727,-0.3281926,2.590738,4.3941495,-7.9432994,0.76656402,4.1970525,5.9042468,0.85813372,3.3143417,1.2751688,4.6997898,-0.58256578,-23.360268,256.65757,1,0.12700718,0.12700718,1,0.12700718
