# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = model_3b9369c454f7cc33f5312782bdce604d_model
# start_datetime = 2026-07-24 07:14:45 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/gw/hc72by314msbfbhm58gh0fgc0000gn/T/Rtmp7fDTmz/standata-15efa3ffd02b3.json
# init = 2 (Default)
# random
#   seed = 20260720
# output
#   file = /Users/corrado/_repositories/utet-companion/_cmdstan_output/generalizzazione/model_3b9369c454f7cc33f5312782bdce604d-202607240914-2-767156.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = 8 (Default)
#   profile_file = /Users/corrado/_repositories/utet-companion/_cmdstan_output/generalizzazione/model_3b9369c454f7cc33f5312782bdce604d-profile-202607240914-2-24f0ca.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = --name=model_3b9369c454f7cc33f5312782bdce604d_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b.1,Intercept,sigma,lprior,b_Intercept
# Adaptation terminated
# Step size = 0.747301
# Diagonal elements of inverse mass matrix:
# 1.55139, 11.6353, 0.00297385
-962.21598,0.97686907,0.74730062,2,3,0,964.97212,11.885761,295.32229,48.769496,-14.811236,241.83637
-961.54453,1,0.74730062,2,3,0,962.47481,9.4151318,298.05918,46.301776,-14.731739,255.69109
-961.65238,0.94570177,0.74730062,3,7,0,962.50611,11.5717,297.7983,49.039,-14.811681,245.72565
-962.40226,0.94536213,0.74730062,2,7,0,962.80054,10.853091,295.47527,51.19108,-14.846552,246.63637
-962.72153,0.97845547,0.74730062,2,3,0,963.58876,10.793275,292.15944,47.267973,-14.76942,243.5897
-965.014,0.77296911,0.74730062,2,3,0,966.44751,12.786642,291.39761,46.832869,-14.787457,233.85772
-961.62798,0.78492705,0.74730062,2,7,0,968.86798,9.6867396,295.93516,48.824789,-14.785719,252.34483
-961.64257,0.88626726,0.74730062,3,7,0,963.58766,11.170842,301.65997,47.076533,-14.767263,251.39118
-961.41199,0.92197993,0.74730062,3,7,0,962.96128,9.899696,296.28008,48.42089,-14.779824,251.73144
-961.76473,0.97085359,0.74730062,2,3,0,961.9873,11.563048,299.57471,45.827557,-14.747108,247.54099
-961.44982,0.79966643,0.74730062,1,3,0,964.18942,9.6164578,296.52933,47.941107,-14.767068,253.25527
-962.0616,0.91777026,0.74730062,2,3,0,962.65349,10.235281,293.8519,46.437429,-14.745107,247.79314
-961.60696,0.93608059,0.74730062,3,7,0,963.25231,9.8080852,301.4834,46.693263,-14.743687,257.34701
-961.14509,0.99237417,0.74730062,2,3,0,961.76174,10.339141,297.21049,47.985778,-14.77576,250.68435
-962.75049,0.82910383,0.74730062,3,7,0,963.58346,8.4639014,300.87562,49.432253,-14.78475,262.78806
-963.53029,0.93594143,0.74730062,2,7,0,964.63252,9.2157406,297.19337,52.956313,-14.862971,255.72254
-964.48779,0.97286573,0.74730062,3,7,0,965.23056,11.238859,304.08666,43.210591,-14.691488,253.51179
-961.38279,1,0.74730062,3,7,0,964.52465,9.9274405,300.09951,46.219573,-14.735412,255.42603
-961.61536,0.76570183,0.74730062,1,3,0,963.8583,10.862107,296.07936,49.431716,-14.811218,247.19988
-962.06438,0.95846473,0.74730062,3,7,0,962.56859,10.801874,300.25653,44.417207,-14.709438,251.64809
-965.6911,0.62299396,0.74730062,2,3,0,967.19075,7.9445501,297.55164,42.82171,-14.648066,261.80117
-962.59133,1,0.74730062,2,3,0,966.46738,9.3439021,301.98869,50.7152,-14.819274,259.94113
-962.04963,1,0.74730062,2,3,0,962.88194,9.3073032,302.12911,48.486753,-14.774355,260.24625
-961.42419,0.99244395,0.74730062,2,3,0,962.37326,10.27837,295.56042,47.974206,-14.775429,249.30776
-961.25315,0.97584228,0.74730062,3,7,0,961.95719,10.915299,299.18908,48.67542,-14.796,250.07024
-961.87846,0.87783782,0.74730062,2,3,0,962.74857,11.052505,302.68765,48.036803,-14.78523,252.95138
-963.37006,0.81230089,0.74730062,2,3,0,964.31356,10.372868,304.69472,44.843516,-14.714016,258.01681
-963.09352,1,0.74730062,3,7,0,964.34705,10.778484,292.82213,50.988615,-14.843158,244.31895
-961.85348,0.99368379,0.74730062,2,3,0,963.30072,10.400453,294.75602,49.384849,-14.805434,247.95398
-962.01961,0.99550295,0.74730062,3,7,0,962.31399,11.165211,294.45956,49.052573,-14.808111,244.21612
-961.69474,0.90761562,0.74730062,3,7,0,963.89712,9.8462093,302.00807,46.972492,-14.749779,257.70013
-961.86762,0.83690147,0.74730062,2,3,0,964.22223,11.580226,298.00097,45.455042,-14.740069,245.88995
-961.68693,0.95926351,0.74730062,2,7,0,962.85115,10.911551,300.06632,50.02006,-14.822815,250.96434
-962.27051,0.97221089,0.74730062,2,3,0,962.28037,9.756684,295.85887,44.61042,-14.702218,251.95379
-962.85432,0.89138577,0.74730062,3,7,0,964.38641,11.135284,302.25518,51.593475,-14.857277,252.14641
-964.36997,0.89425613,0.74730062,2,3,0,965.36948,9.1685304,305.17754,51.929701,-14.842903,263.91916
-961.30169,0.97210748,0.74730062,2,3,0,965.07642,10.669618,300.40335,46.459007,-14.748701,252.39007
-961.11455,0.99411073,0.74730062,2,3,0,961.43256,10.268955,298.94956,48.203595,-14.778979,252.73926
-962.1079,0.78874343,0.74730062,2,3,0,963.77922,9.1040423,297.37124,45.453054,-14.711721,256.40305
-961.13336,1,0.74730062,2,3,0,962.01771,10.168462,298.82522,48.267872,-14.779137,253.06714
-961.1459,0.97807407,0.74730062,3,7,0,961.49942,10.74655,297.64638,46.825966,-14.757224,249.2869
-962.01909,0.8992075,0.74730062,2,3,0,962.39807,9.6406142,302.85155,47.607147,-14.760451,259.46879
-963.24558,0.91362216,0.74730062,2,3,0,963.47744,8.5598464,303.32554,46.851409,-14.734555,264.80623
-961.56506,1,0.74730062,3,7,0,963.31015,9.6376497,299.4834,49.375902,-14.795401,256.11398
-962.08538,0.83718256,0.74730062,2,3,0,963.64581,10.491148,295.27178,50.479185,-14.828116,248.06162
-961.96505,0.98294124,0.74730062,3,7,0,962.68131,11.022971,299.17562,50.801818,-14.839841,249.57225
-963.96887,0.7899365,0.74730062,2,3,0,965.2837,7.8918529,302.89665,47.586563,-14.743019,267.38331
-962.17954,0.89991421,0.74730062,2,3,0,966.45281,9.6713924,295.21313,50.228861,-14.813955,251.69187
-962.42693,0.95795705,0.74730062,2,3,0,963.10232,10.077568,294.32334,50.612924,-14.826558,248.97429
-962.55128,0.9679542,0.74730062,2,3,0,963.50966,11.823113,295.64869,50.466674,-14.844207,242.44469
-961.10355,0.94950712,0.74730062,3,7,0,963.81736,10.410217,297.4475,47.221289,-14.761226,250.60152
-961.1138,0.94499444,0.74730062,3,7,0,961.79463,10.303521,297.71955,46.871341,-14.752934,251.35371
-961.81407,0.80673758,0.74730062,2,3,0,963.27597,9.0545744,296.8147,47.371337,-14.749749,256.06911
-961.18465,1,0.74730062,2,3,0,961.82521,10.35373,299.01951,48.700676,-14.789885,252.42773
-961.60533,0.96193059,0.74730062,2,3,0,961.71251,10.580757,297.32507,50.058276,-14.819987,249.71166
-961.84475,0.82670842,0.74730062,2,3,0,964.1964,9.3447559,297.16748,45.654295,-14.718268,255.11608
-963.33768,0.8341051,0.74730062,2,3,0,964.12684,12.732622,296.41612,50.314624,-14.853269,239.11933
-962.53443,0.94149157,0.74730062,2,7,0,965.26349,11.923465,294.90591,46.041553,-14.757379,241.25031
-963.5694,0.9454628,0.74730062,3,7,0,963.98545,12.954967,296.45108,46.137377,-14.772884,238.15373
-962.63663,0.90423765,0.74730062,2,3,0,965.07887,12.59106,297.77508,46.990404,-14.784398,241.11531
-965.09668,0.75541134,0.74730062,2,3,0,966.85136,12.373791,290.99057,45.647498,-14.758338,235.30851
-961.84479,1,0.74730062,2,3,0,965.00722,10.589373,295.89415,50.177336,-14.822954,248.24198
-962.41054,0.94821603,0.74730062,2,3,0,963.07897,12.16074,301.01098,46.432194,-14.76712,246.28766
-961.58027,0.96601923,0.74730062,3,7,0,963.4481,10.430592,296.19381,49.560899,-14.808653,249.25614
-962.03517,0.89850766,0.74730062,2,3,0,963.04486,12.160437,299.21808,47.800754,-14.794467,244.49611
-962.07526,0.9993664,0.74730062,3,7,0,962.77208,8.8049105,296.69364,47.540324,-14.750691,257.07154
-962.15468,0.99454418,0.74730062,3,7,0,962.91398,12.143244,300.49057,47.962632,-14.797454,245.84597
-962.3521,0.9194409,0.74730062,3,7,0,963.94318,10.305278,303.69271,49.47137,-14.805376,257.31896
-966.43452,0.70707937,0.74730062,2,3,0,968.69258,12.285341,307.06525,53.153775,-14.905689,251.78121
-961.92559,0.907238,0.74730062,2,3,0,968.84231,11.020726,301.09888,50.162848,-14.827061,251.50562
-962.1388,0.9647471,0.74730062,3,7,0,963.25326,9.9718167,294.56762,45.504374,-14.723074,249.69444
-963.40293,0.89896395,0.74730062,2,7,0,964.18643,12.600741,302.34623,49.870956,-14.842172,245.64289
-964.04287,0.95385562,0.74730062,3,7,0,965.76034,7.5635294,301.10261,48.766766,-14.763445,267.06672
-962.71314,0.98413735,0.74730062,3,7,0,965.65128,10.039702,298.12055,43.331765,-14.679077,252.94189
