# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = model_f6d203da4b4be6518c3b213b4e726920_model
# start_datetime = 2026-07-24 09:01:16 UTC
# method = sample (Default)
#   sample
#     num_samples = 750
#     num_warmup = 750
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.95
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/gw/hc72by314msbfbhm58gh0fgc0000gn/T/RtmplrNIdY/standata-130d21e7b8464.json
# init = 2 (Default)
# random
#   seed = 2042926686
# output
#   file = /Users/corrado/_repositories/utet-companion/_cmdstan_output/generalizzazione/model_f6d203da4b4be6518c3b213b4e726920-202607241101-1-5b9f36.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = 8 (Default)
#   profile_file = /Users/corrado/_repositories/utet-companion/_cmdstan_output/generalizzazione/model_f6d203da4b4be6518c3b213b4e726920-profile-202607241101-1-216c76.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = --name=model_f6d203da4b4be6518c3b213b4e726920_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b.1,Intercept,sigma,sd_1.1,sd_1.2,z_1.1.1,z_1.2.1,z_1.1.2,z_1.2.2,z_1.1.3,z_1.2.3,z_1.1.4,z_1.2.4,z_1.1.5,z_1.2.5,z_1.1.6,z_1.2.6,z_1.1.7,z_1.2.7,z_1.1.8,z_1.2.8,z_1.1.9,z_1.2.9,z_1.1.10,z_1.2.10,z_1.1.11,z_1.2.11,z_1.1.12,z_1.2.12,z_1.1.13,z_1.2.13,z_1.1.14,z_1.2.14,z_1.1.15,z_1.2.15,L_1.1.1,L_1.2.1,L_1.1.2,L_1.2.2,r_1.1.1,r_1.2.1,r_1.3.1,r_1.4.1,r_1.5.1,r_1.6.1,r_1.7.1,r_1.8.1,r_1.9.1,r_1.10.1,r_1.11.1,r_1.12.1,r_1.13.1,r_1.14.1,r_1.15.1,r_1.1.2,r_1.2.2,r_1.3.2,r_1.4.2,r_1.5.2,r_1.6.2,r_1.7.2,r_1.8.2,r_1.9.2,r_1.10.2,r_1.11.2,r_1.12.2,r_1.13.2,r_1.14.2,r_1.15.2,r_1_1.1,r_1_1.2,r_1_1.3,r_1_1.4,r_1_1.5,r_1_1.6,r_1_1.7,r_1_1.8,r_1_1.9,r_1_1.10,r_1_1.11,r_1_1.12,r_1_1.13,r_1_1.14,r_1_1.15,r_1_2.1,r_1_2.2,r_1_2.3,r_1_2.4,r_1_2.5,r_1_2.6,r_1_2.7,r_1_2.8,r_1_2.9,r_1_2.10,r_1_2.11,r_1_2.12,r_1_2.13,r_1_2.14,r_1_2.15,lprior,b_Intercept,Cor_1.1.1,Cor_1.2.1,Cor_1.1.2,Cor_1.2.2,cor_1.1
# Adaptation terminated
# Step size = 0.0683361
# Diagonal elements of inverse mass matrix:
# 3.29464, 127.917, 0.00443679, 0.0679861, 0.05424, 0.316989, 0.452769, 0.261832, 0.338948, 0.214083, 0.287069, 0.230032, 0.225545, 0.2218, 0.247255, 0.231693, 0.240386, 0.274133, 0.282426, 0.272001, 0.41636, 0.272838, 0.316181, 0.238849, 0.299666, 0.223341, 0.261878, 0.25707, 0.300202, 0.251832, 0.279215, 0.263478, 0.304135, 0.224259, 0.252214, 0.0963325
-762.46335,0.96170494,0.068336123,6,63,0,774.85203,7.8609346,288.80225,24.320907,30.114506,5.2675958,-1.5578584,-1.0610408,-2.0713069,0.49043214,0.2937499,-0.14080515,0.35000032,0.24839951,0.56664602,0.71366143,1.0555223,0.050959398,-0.93826041,-1.0314585,1.5764637,1.4668741,-0.3957869,0.30339613,0.064286079,1.0409158,1.1728587,-1.5053857,1.2602994,1.0753684,0.29169088,0.23989484,-1.0667525,1.9030923,-0.83130224,1.2169131,1,0.078610991,0,0.99690537,-46.914137,-62.376386,8.8461334,10.540087,17.064265,31.786534,-28.255249,47.474425,-11.918927,1.9359435,35.320062,37.953295,8.784127,-32.124724,-25.034256,-6.216933,1.7176942,-0.61777016,1.4493509,3.9822893,0.70468502,-5.8050177,8.3557869,1.4293307,5.4927759,-7.4195535,6.1689546,1.380545,9.5519654,6.0461344,-46.914137,-62.376386,8.8461334,10.540087,17.064265,31.786534,-28.255249,47.474425,-11.918927,1.9359435,35.320062,37.953295,8.784127,-32.124724,-25.034256,-6.216933,1.7176942,-0.61777016,1.4493509,3.9822893,0.70468502,-5.8050177,8.3557869,1.4293307,5.4927759,-7.4195535,6.1689546,1.380545,9.5519654,6.0461344,-23.108854,253.42805,1,0.078610991,0.078610991,1,0.078610991
-765.04697,0.97694075,0.068336123,6,63,0,784.33921,13.270197,309.11557,23.002876,24.552135,4.9259812,-2.0823772,-2.0356064,-1.0679926,-2.3540472,1.6228851,-2.0509555,0.63982802,-0.69812802,0.64956812,-1.2232456,-1.7325638,0.47408882,0.43776264,-2.836895,1.677785,1.4844327,-1.528035,0.067693659,-1.0386809,1.591245,-1.0378764,-0.18252225,0.69813776,-0.19776665,0.02338912,-0.16342954,-0.55582347,-0.010557399,1.1082603,-1.3080184,1,-0.11333839,0,0.99355645,-51.126806,-26.221498,39.845294,15.709144,15.948284,-42.538139,10.748007,41.193204,-37.51652,-25.501834,-25.48208,17.140772,0.57425282,-13.646653,27.210156,-8.8001499,-10.925009,-10.943931,-3.7740241,-6.3495137,3.2875998,-14.12885,6.3284582,1.1844152,8.3678339,-0.31385852,-1.3576897,-0.81292166,0.25864732,-7.0205013,-51.126806,-26.221498,39.845294,15.709144,15.948284,-42.538139,10.748007,41.193204,-37.51652,-25.501834,-25.48208,17.140772,0.57425282,-13.646653,27.210156,-8.8001499,-10.925009,-10.943931,-3.7740241,-6.3495137,3.2875998,-14.12885,6.3284582,1.1844152,8.3678339,-0.31385852,-1.3576897,-0.81292166,0.25864732,-7.0205013,-23.032531,249.39969,1,-0.11333839,-0.11333839,1,-0.11333839
-753.45014,0.98927085,0.068336123,6,63,0,778.63134,14.419715,315.95219,24.597091,22.427456,6.1063946,-1.3063003,-2.3459084,-0.89122687,-1.9164686,1.1399334,-1.9882716,0.51732145,-1.1254023,0.95726265,-0.51261238,-1.2839238,0.61343841,0.17363449,-3.0340466,1.2957711,0.42129743,-1.6096112,0.18184147,-0.788993,0.60645133,-0.3849735,-0.67535847,0.92250532,-0.040296143,-0.11621592,-0.40335573,-0.99594598,0.14471706,0.41363878,-1.4999694,1,0.25045927,0,0.96812714,-29.296994,-19.987952,25.565806,11.602204,21.468966,-28.795145,3.8941801,29.060849,-36.099484,-17.695106,-8.6339764,20.689448,-2.6064275,-22.336535,9.2768657,-15.866322,-12.69276,-10.01078,-5.8619224,-1.5664042,1.6628675,-17.671018,4.4723683,-1.38674,2.3785102,-4.5813411,1.1726611,-2.5622858,-0.66766943,-8.2348483,-29.296994,-19.987952,25.565806,11.602204,21.468966,-28.795145,3.8941801,29.060849,-36.099484,-17.695106,-8.6339764,20.689448,-2.6064275,-22.336535,9.2768657,-15.866322,-12.69276,-10.01078,-5.8619224,-1.5664042,1.6628675,-17.671018,4.4723683,-1.38674,2.3785102,-4.5813411,1.1726611,-2.5622858,-0.66766943,-8.2348483,-23.123638,251.06347,1,0.25045927,0.25045927,1,0.25045927
-752.62245,0.97023528,0.068336123,6,63,0,775.89238,10.768992,310.98204,26.613694,38.763888,4.8606319,-1.5568898,-2.2726078,-1.9041334,-1.2839378,0.74523383,-1.0955538,-0.30893334,0.40040506,0.52462841,-0.80964272,-0.67165019,0.58195914,-0.10306251,-2.0358036,1.6192668,0.42888004,-1.2364654,0.32316296,-0.25884934,1.5178424,-0.079208325,-0.90652206,0.34513185,0.4003949,-0.46266609,0.31753008,-0.66027147,0.44256066,-0.24812475,-0.35789485,1,-0.24961308,0,0.96834566,-60.351102,-73.811614,28.888161,-11.975458,20.336637,-26.035773,-3.9951036,62.769077,-47.930208,-10.034007,-3.0704227,13.378652,-17.934737,-25.59469,-9.6182801,-8.8077071,-3.7329601,-6.0606968,2.259437,-4.4473233,3.5540468,-9.4570194,0.054020822,3.0212298,7.4581938,-4.1706908,1.4658268,2.0558839,2.8841244,-1.3834852,-60.351102,-73.811614,28.888161,-11.975458,20.336637,-26.035773,-3.9951036,62.769077,-47.930208,-10.034007,-3.0704227,13.378652,-17.934737,-25.59469,-9.6182801,-8.8077071,-3.7329601,-6.0606968,2.259437,-4.4473233,3.5540468,-9.4570194,0.054020822,3.0212298,7.4581938,-4.1706908,1.4658268,2.0558839,2.8841244,-1.3834852,-23.407551,262.52158,1,-0.24961308,-0.24961308,1,-0.24961308
-743.71347,0.99409594,0.068336123,6,63,0,761.29276,11.169685,306.86441,24.306932,39.709839,6.4156371,-0.84958564,-1.8373522,-0.97274896,-0.96447611,0.58121995,-1.1760394,0.045928581,-0.13840978,0.751316,-0.35700582,-0.36559325,-0.11653138,-0.48114002,-2.0237075,1.083115,1.4031927,-1.1747476,0.43838155,-0.87636605,0.67757282,-0.0035416822,-0.57581468,0.81504916,0.30053163,-0.083961612,0.22493256,-1.4021676,1.1911416,-0.17478127,-0.24628307,1,-0.10442932,0,0.99453231,-33.736909,-38.627705,23.080151,1.8238165,29.834637,-14.517649,-19.105993,43.010321,-46.649037,-34.800355,-0.14063963,32.365471,-3.3341021,-55.679848,-6.9405361,-11.154127,-5.5021732,-7.8931939,-0.91390292,-2.7812636,-0.49859486,-12.590029,8.2274872,3.5841772,4.9104412,-3.6716463,1.3714925,1.491448,8.5395735,-1.4543235,-33.736909,-38.627705,23.080151,1.8238165,29.834637,-14.517649,-19.105993,43.010321,-46.649037,-34.800355,-0.14063963,32.365471,-3.3341021,-55.679848,-6.9405361,-11.154127,-5.5021732,-7.8931939,-0.91390292,-2.7812636,-0.49859486,-12.590029,8.2274872,3.5841772,4.9104412,-3.6716463,1.3714925,1.491448,8.5395735,-1.4543235,-23.359277,256.60083,1,-0.10442932,-0.10442932,1,-0.10442932
-746.76906,0.99109412,0.068336123,6,63,0,760.71496,9.1081081,291.29085,24.415863,25.208406,5.068315,-2.2007082,-1.3878136,-1.5667453,-0.57434915,0.78195924,-1.019971,0.5142311,-0.015314485,0.27931032,0.98868552,-0.25596301,0.30353106,0.20070857,-2.1225078,1.2389494,1.7656118,-0.35589779,-0.012322705,-0.47202806,1.2611906,0.44650499,-0.73496143,0.88067027,0.97273925,0.72864,0.16272152,-0.52668977,0.78833136,-0.38509266,0.40757062,1,0.053699765,0,0.99855713,-55.476346,-39.495152,19.711946,12.962947,7.0409679,-6.4524196,5.0595431,31.231941,-8.9716161,-11.899075,11.255679,22.200294,18.367853,-13.27701,-9.7075722,-7.6226885,-3.3331991,-4.9492515,0.062450262,5.0797586,1.4665065,-10.68739,9.2729665,-0.15922899,6.2544175,-3.5981172,5.162725,1.0218459,3.8463989,1.9579061,-55.476346,-39.495152,19.711946,12.962947,7.0409679,-6.4524196,5.0595431,31.231941,-8.9716161,-11.899075,11.255679,22.200294,18.367853,-13.27701,-9.7075722,-7.6226885,-3.3331991,-4.9492515,0.062450262,5.0797586,1.4665065,-10.68739,9.2729665,-0.15922899,6.2544175,-3.5981172,5.162725,1.0218459,3.8463989,1.9579061,-23.014615,250.30437,1,0.053699765,0.053699765,1,0.053699765
